chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr1	86287539	86287639	283	C130036L24Rik	+	6.95	12.09	15.89	-1.73	2.28
chr1	86287706	86287806	450	C130036L24Rik	+	6.45	7.56	10.92	-1.17	1.69
chr1	86510084	86510184	373	Pde6d	+	19.85	16.94	34.91	1.17	-1.76
chr1	86510218	86510338	229	Pde6d	+	17.15	11.86	21.02	1.45	-1.23
chr1	86510393	86510493	64	Pde6d	+	29.35	18.95	31.41	1.55	-1.07
chr1	87141523	87141623	-60	Eif4e2	+	11.65	3.38	17.17	3.46	-1.48
chr1	87192028	87192128	3	Efhd1	+	4.00	9.50	9.50	-2.4	2.37
chr1	87510767	87510964	-879	Neu2	+	23.85	12.58	30.81	1.9	1.29
chr1	87511148	87511248	-546	Neu2	+	10.95	21.60	17.92	-1.98	1.63
chr1	87511309	87511409	-385	Neu2	+	6.45	17.13	13.40	-2.65	2.07
chr1	87683239	87683339	179	Gm33517	+	11.65	7.50	27.46	1.55	-2.36
chr1	87936224	87936324	-1	Usp40	+	13.40	20.65	15.88	-1.54	1.18
chr1	88630054	88630154	-191	Arl4c	+	21.90	19.09	28.87	1.14	1.32
chr1	88997649	88997749	-438	Sh3bp4	+	18.15	15.34	26.02	1.18	-1.44
chr1	89381986	89382086	-497	Agap1	+	11.45	20.59	14.93	-1.8	1.3
chr1	89382421	89382521	-62	Agap1	+	2.00	0.50	4.50	3.95	2.25
chr1	90081311	90081472	-233	Iqca1	+	14.40	6.32	15.43	2.28	-1.07
chr1	90530745	90530874	-338	Cops8	+	15.65	8.12	22.27	1.93	-1.42
chr1	90530892	90530992	-205	Cops8	+	16.90	13.58	18.39	1.25	1.09
chr1	90926096	90926196	-303	Lrrfip1	+	10.90	17.15	21.07	-1.57	-1.94
chr1	90926439	90926561	51	Lrrfip1	+	8.95	15.08	12.93	-1.69	1.44
chr1	91177362	91177462	-614	Ube2f	+	12.95	16.06	22.91	-1.24	1.77
chr1	91326490	91326590	5	Ilkap	+	7.45	5.32	9.74	1.4	-1.31
chr1	91326813	91326913	-318	Ilkap	+	26.05	14.61	42.33	1.79	-1.63
chr1	91326966	91327066	-471	Ilkap	+	25.10	6.80	31.24	3.69	-1.25
chr1	91340989	91341089	-95	Hes6	+	3.00	11.50	4.00	-3.88	1.33
chr1	91341434	91341534	276	Hes6	+	13.40	9.87	21.06	1.36	-1.57
chr1	91467560	91467719	-648	Asb1	+	15.15	17.07	36.19	-1.13	-2.39
chr1	92108646	92108838	-679	Hdac4	+	18.40	19.61	21.38	-1.07	1.16
chr1	92108876	92108976	-863	Hdac4	+	21.40	24.62	41.21	-1.15	1.93
chr1	92401701	92401994	-367	Ndufa10	+	33.05	31.15	41.45	1.06	-1.26
chr1	92402006	92402106	-576	Ndufa10	+	25.10	12.92	30.01	1.94	-1.2
chr1	92569503	92569682	78	Cops9	+	24.85	18.61	24.85	1.34	-1
chr1	92569702	92569872	-80	Cops9	+	28.10	12.81	34.16	2.19	-1.22
chr1	92569977	92570077	-320	Cops9	+	23.35	20.13	34.28	1.16	1.47
chr1	92776816	92776916	-347	Gm29480	+	26.85	15.51	28.92	1.73	-1.08
chr1	92862117	92862225	41	Capn10	+	19.40	9.55	22.38	2.03	1.15
chr1	93089331	93089431	-711	Mab21l4	+	6.95	2.01	16.88	3.46	2.43
chr1	93096082	93096182	-13	Crocc2	+	3.50	2.50	4.00	1.38	1.14
chr1	93233271	93233371	280	Mterf4	+	5.95	10.59	8.93	-1.77	1.5
chr1	93271284	93271384	-16	Ppp1r7	+	3.50	3.50	6.50	-1.01	1.85
chr1	93405874	93406171	77	Hdlbp	+	27.35	21.44	30.51	1.27	-1.12
chr1	93563361	93563461	38	Stk25	+	10.65	6.69	65.68	1.59	-6.17
chr1	93659561	93659661	37	Thap4	+	11.20	11.72	15.33	-1.05	-1.37
chr1	93659867	93659967	-269	Thap4	+	12.95	29.61	34.87	-2.3	2.69
chr1	93752372	93752472	-540	D2hgdh	+	30.85	45.72	37.32	-1.48	1.21
chr1	93752619	93752719	-293	D2hgdh	+	33.30	36.22	43.64	-1.09	1.31
chr1	93752762	93752876	-143	D2hgdh	+	24.85	22.13	37.77	1.12	1.52
chr1	93752884	93753062	11	D2hgdh	+	31.30	19.86	35.54	1.58	-1.14
chr1	93980844	93980944	-616	Pdcd1	+	12.90	11.73	16.27	1.1	-1.26
chr1	95241201	95241301	-102	Fam174a	+	17.40	9.92	21.89	1.75	-1.26
chr1	95595354	95595454	-22	Gm30431	+	12.45	18.07	17.43	-1.46	1.4
chr1	95596065	95596165	689	Gm30431	+	22.85	19.13	30.30	1.2	1.32
chr1	96799878	96800088	-87	Slco4c1	+	27.85	28.65	32.82	-1.03	1.18
chr1	97975833	97976067	-432	B230216N24Rik	+	41.25	40.75	56.06	1.01	1.36
chr1	97976181	97976281	-713	B230216N24Rik	+	37.80	30.16	49.14	1.25	1.3
chr1	97976405	97976505	-937	B230216N24Rik	+	23.35	21.14	35.27	1.11	1.51
chr1	105283444	105283544	-238	Gm17634	+	24.60	20.94	33.39	1.17	-1.36
chr1	105284379	105284479	6	Rnf152	+	18.40	34.19	19.39	-1.86	1.05
chr1	105708069	105708169	-329	Tnfrsf11a	+	10.45	8.54	19.41	1.22	1.85
chr1	106687371	106687471	51	Kdsr	+	10.70	4.75	14.86	2.25	-1.39
chr1	106687505	106687605	-83	Kdsr	+	6.70	5.89	8.38	1.14	-1.25
chr1	106724577	106724677	-172	Vps4b	+	11.90	6.83	19.83	1.74	-1.67
chr1	109910539	109910639	-41	Cdh7	+	11.95	12.97	14.12	-1.09	-1.18
chr1	109910951	109911051	-31	Cdh7	+	15.35	16.59	40.63	-1.08	-2.65
chr1	111792593	111792792	-44	Dsel	+	33.30	21.48	35.35	1.55	-1.06
chr1	118238967	118239106	40	Tsn	+	14.90	8.05	17.38	1.85	1.17
chr1	118286973	118287073	-29	Gm28867	+	16.40	11.57	17.39	1.42	1.06
chr1	118387221	118387334	-282	2900060B14Rik	+	25.10	19.58	32.52	1.28	-1.3
chr1	118387364	118387464	-419	2900060B14Rik	+	26.60	19.50	36.65	1.36	-1.38
chr1	119432396	119432496	66	Ralb	+	10.45	5.53	21.90	1.89	2.09
chr1	119432615	119432715	-153	Ralb	+	12.45	9.04	12.95	1.37	1.04
chr1	119432922	119433022	-460	Ralb	+	20.90	18.09	29.86	1.15	1.43
chr1	119433102	119433202	-640	Ralb	+	19.65	16.38	20.15	1.2	-1.03
chr1	119452905	119453005	-929	Tmem185b	+	11.95	18.58	21.41	-1.56	1.79
chr1	119453169	119453269	-665	Tmem185b	+	20.90	22.11	22.89	-1.06	1.09
chr1	119453618	119453718	-216	Tmem185b	+	17.15	14.72	23.66	1.16	-1.38
chr1	119840951	119841051	-88	Tmem177	+	14.90	19.63	19.87	-1.31	1.33
chr1	120048228	120048328	371	Dbi	+	28.35	21.11	37.30	1.34	1.31
chr1	120049428	120049528	561	3110009E18Rik	+	18.35	16.21	31.94	1.13	-1.74
chr1	120192954	120193158	-40	Steap3	+	44.25	35.20	45.14	1.26	1.02
chr1	121255686	121255786	17	Insig2	+	10.95	18.08	13.94	-1.66	1.27
chr1	121256071	121256171	-368	Insig2	+	24.35	27.17	29.82	-1.11	1.22
chr1	121256187	121256287	-484	Insig2	+	31.30	38.24	37.26	-1.22	1.19
chr1	121495654	121495754	5	Ddx18	+	2.00	5.00	5.00	-2.53	2.5
chr1	125363986	125364086	-572	Actr3	+	19.40	16.08	31.34	1.21	1.61
chr1	125488286	125488386	4	Slc35f5	+	26.35	21.71	27.36	1.21	-1.04
chr1	125488484	125488684	-155	Slc35f5	+	33.55	28.60	36.13	1.17	-1.08
chr1	125839310	125839410	-236	Lypd1	+	20.60	14.05	29.69	1.47	-1.44
chr1	126420617	126420717	-3	Nckap5	+	25.30	15.72	55.34	1.61	-2.19
chr1	127701257	127701357	484	2900009J06Rik	+	23.10	14.94	23.60	1.55	-1.02
chr1	127701796	127701896	-55	2900009J06Rik	+	0.50	2.00	1.50	-4.05	3
chr1	127702167	127702304	334	Ccnt2	+	12.95	25.60	22.41	-1.98	1.73
chr1	127782737	127782943	-77	Map3k19	+	20.60	17.42	40.46	1.18	-1.97
chr1	127796422	127796522	-38	Rab3gap1	+	5.95	1.06	14.45	5.6	-2.43
chr1	128030425	128030525	263	Zranb3	+	9.95	9.05	11.44	1.1	1.15
chr1	128030782	128030882	-48	Zranb3	+	8.95	6.54	10.94	1.37	1.22
chr1	128030906	128031006	-87	R3hdm1	+	2.50	0.50	2.50	4.94	-1
chr1	128031018	128031135	33	R3hdm1	+	7.45	3.02	9.93	2.47	1.33
chr1	128031622	128031722	629	R3hdm1	+	15.40	19.12	15.40	-1.24	-1
chr1	128345092	128345206	4	Dars1	+	8.20	6.98	11.13	1.17	-1.36
chr1	129200545	129200645	-446	Thsd7b	+	12.45	11.55	20.92	1.07	1.68
chr1	129201087	129201187	96	Thsd7b	+	9.45	8.04	13.93	1.17	1.47
chr1	130390502	130390678	-109	Cd55	+	25.85	21.63	37.78	1.2	1.46
chr1	130390756	130390856	-325	Cd55	+	22.35	10.57	22.85	2.12	1.02
chr1	130643639	130643739	96	Pfkfb2	+	9.95	17.09	18.91	-1.72	1.9
chr1	130643893	130644039	-181	Pfkfb2	+	29.35	29.15	39.20	1.01	1.34
chr1	130669114	130669214	-136	Gm28857	+	7.95	12.08	9.44	-1.52	1.19
chr1	131080884	131080993	-6	Eif2d	+	10.45	13.06	11.45	-1.25	1.09
chr1	131173038	131173138	-173	Rassf5	+	22.85	10.79	47.22	2.11	-2.07
chr1	131454606	131454706	443	Srgap2	+	20.40	10.55	25.38	1.93	1.24
chr1	131755148	131755248	-552	Slc41a1	+	14.90	14.09	29.80	1.06	2
chr1	131755532	131755632	-168	Slc41a1	+	10.95	13.34	13.14	-1.22	-1.2
chr1	131837807	131837907	-339	Nucks1	+	19.65	9.92	22.31	1.98	-1.14
chr1	131935253	131935426	-19	Elk4	+	18.40	21.62	20.89	-1.18	1.13
chr1	132404884	132404984	-132	6030442K20Rik	+	4.00	7.00	7.50	-1.77	1.87
chr1	133290959	133291059	-301	Etnk2	+	16.15	14.97	20.05	1.08	-1.24
chr1	133291298	133291398	38	Etnk2	+	20.40	21.10	27.37	-1.04	1.34
chr1	133537980	133538080	-12	Snrpe	+	6.45	7.56	11.41	-1.17	1.77
chr1	133588536	133588636	37	Zbed6	+	10.95	1.51	11.45	7.25	1.04
chr1	133836424	133836620	-785	Optc	+	23.35	24.16	29.81	-1.03	1.27
chr1	133988818	133988918	-183	Gm19497	+	27.35	25.14	27.85	1.09	1.02
chr1	133988925	133989025	-290	Gm19497	+	36.80	31.17	37.30	1.18	1.01
chr1	133989058	133989158	-423	Gm19497	+	21.40	18.59	27.37	1.15	1.28
chr1	134109299	134109399	-545	Chi3l1	+	17.90	8.55	20.88	2.09	1.17
chr1	134109657	134109768	-182	Chi3l1	+	29.35	18.09	32.33	1.62	1.1
chr1	134109806	134109954	-14	Chi3l1	+	36.80	14.08	45.15	2.61	1.23
chr1	134289611	134289731	66	Tmem183a	+	13.90	9.57	14.40	1.46	1.03
chr1	134289758	134289858	-64	Tmem183a	+	8.70	5.48	18.98	1.58	-2.18
chr1	134382574	134382674	-645	Klhl12	+	7.95	11.57	26.33	-1.45	3.31
chr1	134382691	134382791	-528	Klhl12	+	14.90	18.12	19.37	-1.21	1.3
chr1	134382902	134383057	-290	Klhl12	+	31.05	36.13	53.33	-1.17	-1.72
chr1	134422279	134422379	-48	Rabif	+	4.00	1.50	4.50	2.64	1.12
chr1	134573757	134573857	-543	Syt2	+	11.15	5.32	44.60	2.09	-4.01
chr1	135073917	135074017	-605	Arl8a	+	17.15	19.79	26.68	-1.16	-1.56
chr1	135186729	135186829	-569	Elf3	+	10.45	17.08	20.40	-1.64	1.95
chr1	135211787	135211887	-15	Rnpep	+	25.60	22.64	30.50	1.13	-1.19
chr1	135211979	135212079	-207	Rnpep	+	27.55	20.60	38.93	1.34	-1.41
chr1	135241536	135241636	-111	Timm17a	+	6.45	5.72	10.32	1.13	-1.6
chr1	135656422	135656544	-422	Csrp1	+	25.85	26.15	25.85	-1.01	-1
chr1	135945353	135945453	-336	Tmem9	+	15.90	15.14	18.02	1.05	-1.13
chr1	136162078	136162178	-110	Inava	+	15.40	16.08	16.43	-1.04	-1.07
chr1	136342874	136342974	-85	Ddx59	+	10.20	6.08	11.81	1.67	-1.16
chr1	138547844	138547944	-399	Nek7	+	26.35	13.30	37.13	1.98	-1.41
chr1	138890507	138890607	-890	Dennd1b	+	21.60	19.51	24.23	1.11	-1.12
chr1	138890740	138890915	-620	Dennd1b	+	27.35	29.16	28.84	-1.07	1.05
chr1	138890933	138891033	-464	Dennd1b	+	19.90	18.59	28.36	1.07	1.42
chr1	139349995	139350095	-76	Zbtb41	+	16.40	15.09	20.87	1.09	1.27
chr1	139350129	139350229	58	Zbtb41	+	32.30	17.83	33.31	1.81	-1.03
chr1	140173376	140173476	-30	Kcnt2	+	10.45	27.63	13.44	-2.65	1.28
chr1	143578972	143579072	-391	Cdc73	+	6.95	12.59	8.94	-1.81	1.28
chr1	143615114	143615214	77	Glrx2	+	7.95	10.06	15.90	-1.26	2
chr1	143615240	143615450	-8	Glrx2	+	25.35	14.08	28.33	1.8	1.12
chr1	143615735	143615835	-400	Glrx2	+	17.40	23.64	22.87	-1.36	1.31
chr1	143651980	143652080	759	Ro60	+	11.90	12.97	15.30	-1.09	-1.29
chr1	143652529	143652629	210	Ro60	+	21.40	15.07	21.90	1.42	1.02
chr1	143879749	143879849	88	Rgs2	+	20.40	27.13	23.88	-1.33	1.17
chr1	143879962	143880062	-125	Rgs2	+	10.95	15.57	15.93	-1.43	1.45
chr1	143880260	143880360	-423	Rgs2	+	21.90	9.54	32.35	2.29	1.48
chr1	143880511	143880611	-674	Rgs2	+	24.55	12.24	46.93	2.01	-1.91
chr1	144052978	144053078	82	Rgs13	+	9.45	8.70	14.49	1.08	-1.54
chr1	144053272	144053372	-212	Rgs13	+	18.65	7.73	20.20	2.41	-1.08
chr1	144053384	144053484	-324	Rgs13	+	16.40	6.54	22.26	2.5	-1.36
chr1	146370760	146370960	40	Gm29514	+	82.20	63.78	93.46	1.29	-1.14
chr1	146373466	146373566	91	Brinp3	+	42.45	32.01	56.99	1.33	-1.34
chr1	149975474	149975644	66	Ptgs2os	+	21.90	17.08	22.40	1.28	1.02
chr1	149975687	149975889	6	Ptgs2	+	24.85	21.27	26.92	1.17	-1.08
chr1	150268126	150268226	-413	Tpr	+	10.20	8.89	11.81	1.14	-1.16
chr1	150268319	150268419	-220	Tpr	+	13.65	14.65	20.48	-1.07	-1.5
chr1	150268449	150268549	-90	Tpr	+	4.95	16.16	4.95	-3.24	-1
chr1	150268966	150269066	-185	Odr4	+	7.20	4.45	11.78	1.62	-1.64
chr1	151219590	151219816	-534	Ivns1abp	+	36.75	24.35	48.23	1.51	-1.31
chr1	151304244	151304344	1	Trmt1l	+	8.45	2.51	9.94	3.36	1.17
chr1	151304406	151304506	163	Trmt1l	+	22.85	26.91	26.04	-1.18	-1.14
chr1	151304579	151304808	400	Trmt1l	+	41.20	40.70	41.30	1.01	-1
chr1	151304812	151304912	569	Trmt1l	+	23.85	16.39	29.40	1.46	-1.23
chr1	151376909	151377031	-228	Rnf2	+	27.35	29.66	36.80	-1.08	1.34
chr1	151631263	151631422	217	Edem3	+	19.40	27.64	27.36	-1.43	1.41
chr1	151966666	151966766	-645	1700025G04Rik	+	28.55	25.39	53.53	1.12	-1.88
chr1	151966809	151966909	-788	1700025G04Rik	+	30.05	26.83	38.55	1.12	-1.28
chr1	151966936	151967036	-915	1700025G04Rik	+	29.05	19.15	33.89	1.52	-1.17
chr1	152642701	152642801	458	Arpc5	+	18.10	9.67	47.97	1.87	-2.65
chr1	152642805	152642967	593	Arpc5	+	21.10	9.35	42.95	2.25	-2.04
chr1	152675756	152675856	-98	Ncf2	+	8.95	12.07	11.93	-1.35	1.33
chr1	152830786	152830886	-16	Nmnat2	+	10.95	16.58	10.95	-1.52	-1
chr1	153208564	153208664	-82	Lamc1	+	20.40	18.14	21.42	1.12	-1.05
chr1	153208680	153208813	-214	Lamc1	+	23.60	18.53	25.14	1.27	-1.07
chr1	153300093	153300193	-812	Shcbp1l	+	15.40	12.08	17.39	1.28	1.13
chr1	153300202	153300302	-703	Shcbp1l	+	17.90	17.14	20.01	1.04	-1.12
chr1	153300715	153300903	-146	Shcbp1l	+	21.40	20.60	22.40	1.04	1.05
chr1	153528394	153528494	-339	Rgs8	+	11.95	4.17	14.12	2.86	-1.18
chr1	153993606	153993706	-57	A830008E24Rik	+	21.10	13.64	26.10	1.55	-1.24
chr1	154959238	154959338	-278	Gm9530	+	4.45	10.11	5.93	-2.25	1.33
chr1	154959687	154959845	-756	Gm9530	+	33.50	17.81	48.73	1.88	-1.46
chr1	155022972	155023072	-462	Mr1	+	10.20	10.29	14.40	-1.01	-1.41
chr1	155033865	155033965	-534	Stx6	+	19.90	9.55	21.39	2.08	1.07
chr1	155033972	155034072	-427	Stx6	+	15.90	12.08	18.88	1.32	1.19
chr1	155120276	155120376	-48	BC034090	+	13.40	4.39	22.78	3.06	-1.7
chr1	155688502	155688651	69	Qsox1	+	13.90	19.14	27.30	-1.37	1.96
chr1	155849006	155849106	-55	Cep350	+	4.95	1.68	7.43	2.97	-1.5
chr1	155849567	155849667	-616	Cep350	+	34.00	12.26	59.16	2.77	-1.74
chr1	155849683	155849783	-732	Cep350	+	28.55	7.43	44.41	3.85	-1.56
chr1	155912340	155912440	-164	Tor1aip1	+	14.90	9.56	20.36	1.56	1.36
chr1	156032510	156032610	36	Fam163a	+	13.90	20.65	17.38	-1.48	1.25
chr1	156131033	156131133	93	Tdrd5	+	5.45	4.54	7.43	1.21	1.36
chr1	156248798	156248933	-380	Axdnd1	+	23.35	16.10	23.35	1.45	-1
chr1	156248941	156249041	-506	Axdnd1	+	19.90	14.57	27.86	1.36	1.4
chr1	156249070	156249173	-636	Axdnd1	+	17.40	18.61	27.84	-1.07	1.6
chr1	156501745	156501880	97	Tor3a	+	21.60	20.59	32.09	1.05	-1.49
chr1	156547046	156547146	-616	Fam20b	+	14.65	7.19	18.59	2.04	-1.27
chr1	156767612	156767712	-466	Ralgps2	+	21.40	18.59	27.37	1.15	1.28
chr1	156767781	156767881	-635	Ralgps2	+	10.95	9.04	18.91	1.21	1.73
chr1	156767900	156768000	-754	Ralgps2	+	12.90	8.41	15.05	1.54	-1.17
chr1	157340239	157340339	-996	Gm15486	+	4.45	7.17	8.90	-1.6	-2
chr1	159059558	159059658	-162	Cop1	+	14.65	5.67	19.92	2.59	-1.36
chr1	159871975	159872075	75	4930523C07Rik	+	9.95	5.53	17.41	1.8	1.75
chr1	159872265	159872365	365	4930523C07Rik	+	12.45	6.53	18.43	1.9	1.48
chr1	160022045	160022145	-690	Mrps14	+	16.60	8.92	45.19	1.86	-2.73
chr1	160022201	160022301	-534	Mrps14	+	17.65	15.09	21.51	1.17	-1.22
chr1	160022504	160022604	-231	Mrps14	+	3.70	7.15	5.55	-1.91	-1.5
chr1	160040916	160041016	-504	Cacybp	+	17.40	18.10	25.35	-1.04	1.46
chr1	160179237	160179428	-191	Rabgap1l	+	20.85	18.83	25.24	1.11	-1.21
chr1	160179781	160179881	-690	Rabgap1l	+	37.75	25.78	45.41	1.47	-1.2
chr1	160180085	160180185	-994	Rabgap1l	+	20.10	9.36	32.42	2.15	-1.62
chr1	160620368	160620468	90	Rabgap1l	+	7.45	11.07	11.92	-1.48	1.6
chr1	160733805	160733905	-126	Rc3h1	+	7.95	9.56	11.43	-1.2	1.44
chr1	160861816	160861916	-305	Gas5	+	12.40	11.71	17.12	1.06	-1.38
chr1	160862007	160862107	-114	Gas5	+	16.90	12.02	30.98	1.4	-1.84
chr1	160897841	160898089	265	Dars2	+	32.30	27.67	34.78	1.17	1.08
chr1	160970214	160970314	-3	Ankrd45	+	12.90	13.44	24.37	-1.04	-1.89
chr1	161796536	161796636	131	4930558K02Rik	+	18.40	12.57	19.89	1.46	1.08
chr1	161796744	161796844	37	Pigc	+	10.20	11.57	14.40	-1.14	-1.41
chr1	161796857	161796997	170	Pigc	+	27.55	14.37	40.41	1.92	-1.47
chr1	162376386	162376486	-522	Mettl13	+	19.90	25.13	26.87	-1.26	1.35
chr1	162376539	162376755	-733	Mettl13	+	22.85	35.73	23.35	-1.56	1.02
chr1	162398098	162398198	64	Vamp4	+	5.95	5.55	8.93	1.08	1.5
chr1	163231240	163231415	-89	Gorab	+	27.85	33.68	28.84	-1.21	1.03
chr1	163231456	163231556	-268	Gorab	+	23.85	26.67	24.84	-1.12	1.04
chr1	163231606	163231706	-418	Gorab	+	16.90	14.08	23.36	1.2	1.38
chr1	163607162	163607262	60	Kifap3	+	8.95	6.54	10.94	1.37	1.22
chr1	163607322	163607422	220	Kifap3	+	23.85	15.09	27.33	1.58	1.14
chr1	163607471	163607682	424	Kifap3	+	35.55	25.46	43.88	1.39	-1.24
chr1	163822650	163822826	280	Mettl18	+	20.90	18.59	34.34	1.12	1.64
chr1	163822845	163822945	437	Mettl18	+	9.45	11.56	9.95	-1.22	1.05
chr1	163822977	163823077	569	Mettl18	+	13.90	13.09	17.38	1.06	1.25
chr1	164075853	164075953	-712	Slc19a2	+	18.60	9.22	27.90	2.02	-1.5
chr1	164075971	164076071	-594	Slc19a2	+	20.40	17.24	22.49	1.18	-1.1
chr1	164134757	164134869	240	Blzf1	+	24.85	18.84	31.63	1.32	-1.27
chr1	164135041	164135206	-67	Blzf1	+	4.95	10.61	7.43	-2.12	1.5
chr1	164690617	164690717	-23	Gm20743	+	15.90	4.03	17.39	3.95	1.09
chr1	164919473	164919573	-24	4930568G15Rik	+	20.60	13.34	31.21	1.54	-1.52
chr1	165022024	165022124	-67	Sft2d2	+	7.45	12.58	19.87	-1.69	2.66
chr1	165064871	165064971	-392	Tiprl	+	35.80	17.60	40.18	2.03	1.12
chr1	165065001	165065101	-522	Tiprl	+	22.85	19.63	31.79	1.17	1.39
chr1	165065111	165065211	-632	Tiprl	+	22.85	13.88	27.20	1.65	-1.19
chr1	165591280	165591426	26	Creg1	+	21.35	10.17	31.11	2.1	-1.46
chr1	165762546	165762646	-79	Pou2f1	+	18.60	11.06	29.50	1.68	-1.59
chr1	165762736	165762836	-269	Pou2f1	+	14.40	16.71	20.40	-1.16	-1.42
chr1	166206229	166206329	-457	Tada1	+	32.30	10.57	46.11	3.06	1.43
chr1	166206392	166206492	-294	Tada1	+	19.90	5.53	25.37	3.6	1.27
chr1	166828232	166828332	-704	Fam78b	+	17.90	11.56	23.37	1.55	1.3
chr1	167112767	167112867	-121	Uck2	+	17.15	18.27	19.83	-1.07	-1.16
chr1	167112978	167113078	-332	Uck2	+	22.10	27.63	24.73	-1.25	-1.12
chr1	167116827	167116927	-817	Mir6347	+	21.90	24.61	22.90	-1.13	1.04
chr1	167117062	167117162	-582	Mir6347	+	24.10	18.26	39.08	1.32	-1.62
chr1	167117239	167117339	-405	Mir6347	+	23.35	28.36	26.53	-1.21	-1.14
chr1	167135833	167135933	-356	Tmco1	+	7.95	10.06	16.40	-1.26	2.06
chr1	167136086	167136345	-24	Tmco1	+	20.90	23.11	22.39	-1.11	1.07
chr1	167177467	167177731	39	Aldh9a1	+	32.80	43.26	46.62	-1.32	1.42
chr1	167221511	167221611	-151	Mgst3	+	9.45	6.03	17.41	1.57	1.84
chr1	169359465	169359728	-563	Nuf2	+	31.80	39.25	35.78	-1.23	1.12
chr1	169575275	169575375	-114	Rgs4	+	12.45	15.06	13.94	-1.21	1.12
chr1	169575622	169575722	-461	Rgs4	+	24.60	23.92	26.14	1.03	-1.06
chr1	169575948	169576111	-818	Rgs4	+	17.40	19.11	19.39	-1.1	1.11
chr1	169796743	169796843	-19	Hsd17b7	+	3.50	19.00	12.50	-5.49	3.57
chr1	170002873	170002990	-398	Uap1	+	50.65	21.75	63.03	2.33	-1.24
chr1	170003010	170003110	-527	Uap1	+	26.80	8.50	43.80	3.15	-1.64
chr1	170042615	170042795	271	Uhmk1	+	35.80	23.63	40.67	1.51	1.14
chr1	170042821	170042992	70	Uhmk1	+	25.35	21.13	28.83	1.2	1.14
chr1	170695289	170695427	-18	Atf6	+	12.90	10.96	19.04	1.18	-1.48
chr1	170713047	170713147	12	Dusp12	+	7.95	4.74	17.49	1.67	-2.2
chr1	170948717	170948817	-463	Cfap126	+	5.95	7.56	15.37	-1.26	2.58
chr1	170978302	170978570	154	Mpz	+	35.75	39.20	50.05	-1.1	-1.4
chr1	171050039	171050139	-6	Tomm40l	+	2.50	5.50	5.00	-2.23	2
chr1	171074714	171074867	-99	Ndufs2	+	10.95	7.03	13.44	1.55	1.23
chr1	171074905	171075005	-264	Ndufs2	+	24.35	15.94	26.42	1.53	-1.09
chr1	171097334	171097434	-514	B4galt3	+	14.90	8.05	14.90	1.85	-1
chr1	171097445	171097545	-403	B4galt3	+	14.90	4.53	17.38	3.3	1.17
chr1	171109003	171109213	-348	Ppox	+	25.35	36.00	26.36	-1.42	-1.04
chr1	171122508	171122608	17	Ufc1	+	15.90	17.11	19.38	-1.07	1.22
chr1	171122650	171122750	-125	Ufc1	+	15.15	21.49	33.49	-1.42	-2.21
chr1	171156257	171156357	-69	Dedd	+	19.60	9.55	47.72	2.05	-2.44
chr1	171156490	171156590	71	Dedd	+	13.40	8.76	18.06	1.53	-1.35
chr1	171156984	171157084	-103	Dedd	+	15.40	8.14	32.34	1.89	-2.1
chr1	171172875	171173018	267	Nit1	+	20.90	10.55	30.35	1.98	1.45
chr1	171173126	171173226	37	Nit1	+	10.95	19.09	18.42	-1.75	1.68
chr1	171173375	171173475	182	Pfdn2	+	13.90	10.34	21.48	1.34	-1.55
chr1	171188244	171188344	72	Klhdc9	+	23.10	14.09	38.28	1.64	-1.66
chr1	171188726	171188826	-410	Klhdc9	+	12.45	16.57	26.89	-1.34	2.16
chr1	171238895	171238995	64	Usf1	+	27.35	19.40	29.41	1.41	-1.08
chr1	171239015	171239134	-175	Usf1	+	37.05	30.05	38.57	1.23	-1.04
chr1	171331062	171331162	66	Alyref2	+	17.90	17.14	20.01	1.04	-1.12
chr1	171854912	171855012	-100	Vangl2	+	7.45	10.07	14.40	-1.35	1.93
chr1	171855236	171855336	-424	Vangl2	+	19.90	15.58	31.34	1.28	1.57
chr1	171909825	171910015	-176	Copa	+	30.35	15.58	40.70	1.95	1.34
chr1	171910112	171910321	100	Ncstn	+	43.70	53.24	43.80	-1.22	-1
chr1	172047980	172048080	-568	Casq1	+	10.95	11.05	19.41	-1.01	1.77
chr1	172048192	172048292	-780	Casq1	+	15.90	19.62	28.32	-1.23	1.78
chr1	172157270	172157370	-431	Kcnj9	+	21.85	19.78	25.05	1.11	-1.15
chr1	172348365	172348465	-282	Cfap45	+	14.40	17.62	15.39	-1.22	1.07
chr1	172378307	172378408	16	4933439K11Rik	+	16.65	14.44	18.21	1.15	-1.1
chr1	172460431	172460531	60	Dusp23	+	27.85	19.61	37.30	1.42	1.34
chr1	172460586	172460686	-95	Dusp23	+	17.40	14.26	19.51	1.22	-1.12
chr1	172460713	172460813	-222	Dusp23	+	17.90	13.58	18.89	1.32	1.05
chr1	173195203	173195303	8	Cadm3	+	22.60	19.07	25.23	1.19	-1.12
chr1	173195416	173195516	-205	Cadm3	+	35.55	24.55	43.88	1.45	-1.24
chr1	173594345	173594445	90	Ifi204	+	0.75	0.75	1.50	-1.01	-2
chr1	173740615	173740715	-53	Ifi211	+	7.45	5.03	9.93	1.48	1.33
